,fullName,termType,rxcui
19210,{10 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 14.6 - 15.0 kg],BPCK,2630839
19211,{10 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630765
19212,{10 (avatrombopag 20 MG Oral Tablet [Doptelet]) } Pack [Doptelet 40 MG Daily Dose Carton],BPCK,2045959
19213,{10 (avatrombopag 20 MG Oral Tablet) } Pack,GPCK,2045952
19214,{10 (cladribine 10 MG Oral Tablet [Mavenclad]) } Pack [Mavenclad 10 Tablet Pack],BPCK,2122661
19215,{10 (cladribine 10 MG Oral Tablet) } Pack,GPCK,2122660
19216,{10 (nirmatrelvir 150 MG Oral Tablet) / 10 (ritonavir 100 MG Oral Tablet) } Pack,GPCK,2599542
19217,{10 (nirmatrelvir 150 MG Oral Tablet) / 10 (ritonavir 100 MG Oral Tablet) } Pack [Paxlovid 150 MG /100 MG Dose Pack],BPCK,2599543
19218,{100 (adenovirus type 4 vaccine live 32000 UNT Delayed Release Oral Tablet) / 100 (adenovirus type 7 vaccine live 32000 UNT Delayed Release Oral Tablet) } Pack,GPCK,1099941
19219,{11 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 51 - 55 KG],BPCK,2626783
19220,{11 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626782
19221,{11 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 16.1 - 16.5 kg],BPCK,2630856
19222,{11 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630771
19223,{11 (varenicline 0.5 MG Oral Tablet [Chantix]) / 42 (varenicline 1 MG Oral Tablet [Chantix]) } Pack [Chantix First Month of Therapy],BPCK,795737
19224,{11 (varenicline 0.5 MG Oral Tablet) / 42 (varenicline 1 MG Oral Tablet) } Pack,GPCK,749289
19225,{112 (bismuth subsalicylate 262 MG Chewable Tablet) / 56 (metronidazole 250 MG Oral Tablet) / 56 (tetracycline hydrochloride 500 MG Oral Capsule) } Pack,GPCK,758019
19226,{112 (bismuth subsalicylate 262 MG Chewable Tablet) / 56 (metronidazole 250 MG Oral Tablet) / 56 (tetracycline hydrochloride 500 MG Oral Capsule) } Pack [Helidac Theapy],BPCK,758020
19227,{112 (treprostinil 0.016 MG Inhalation Powder [Tyvaso]) / 112 (treprostinil 0.032 MG Inhalation Powder [Tyvaso]) / 28 (treprostinil 0.048 MG Inhalation Powder [Tyvaso]) } Pack [Tyvaso 16-32-48 MCG Titration Pack],BPCK,2602770
19228,{112 (treprostinil 0.016 MG Inhalation Powder [Tyvaso]) / 84 (treprostinil 0.032 MG Inhalation Powder [Tyvaso]) } Pack [Tyvaso 16-32 MCG Titration Pack],BPCK,2602768
19229,{112 (treprostinil 0.016 MG Inhalation Powder) / 112 (treprostinil 0.032 MG Inhalation Powder) / 28 (treprostinil 0.048 MG Inhalation Powder) } Pack,GPCK,2602769
19230,{112 (treprostinil 0.016 MG Inhalation Powder) / 84 (treprostinil 0.032 MG Inhalation Powder) } Pack,GPCK,2602767
19231,{112 (treprostinil 0.032 MG Inhalation Powder [Tyvaso]) / 112 (treprostinil 0.048 MG Inhalation Powder [Tyvaso]) } Pack [Tyvaso 32-48 MCG Maintenance Pack],BPCK,2602774
19232,{112 (treprostinil 0.032 MG Inhalation Powder) / 112 (treprostinil 0.048 MG Inhalation Powder) } Pack,GPCK,2602773
19233,{12 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 56 - 60 KG],BPCK,2626785
19234,{12 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626784
19235,{12 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 17.6 - 18.0 kg],BPCK,2630859
19236,{12 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630777
19237,{12 (aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) / 8 (aspirin 500 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) } Pack,GPCK,1730187
19238,{12 (ethinyl estradiol 0.035 MG / norethindrone 0.5 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack,GPCK,823777
19239,{12 (ethinyl estradiol 0.035 MG / norethindrone 0.5 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Aranelle 28],BPCK,750267
19240,{12 (ethinyl estradiol 0.035 MG / norethindrone 0.5 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Leena 28 Day],BPCK,749148
19241,{12 (risedronate sodium 35 MG Oral Tablet [Actonel]) } Pack [Actonel 35 12-Week],BPCK,905101
19242,{12 (risedronate sodium 35 MG Oral Tablet) } Pack,GPCK,905100
19243,{12 (selinexor 20 MG Oral Tablet [Xpovio]) } Pack [Xpovio 60 MG Once Weekly Carton],BPCK,2178403
19244,{12 (selinexor 20 MG Oral Tablet) } Pack,GPCK,2178396
19245,{12 (siponimod 0.25 MG Oral Tablet [Mayzent]) } Pack [Mayzent 2 MG Starter Pack],BPCK,2123314
19246,{12 (siponimod 0.25 MG Oral Tablet) } Pack,GPCK,2123313
19247,{126 (12 HR treprostinil 0.125 MG Extended Release Oral Tablet [Orenitram]) / 210 (12 HR treprostinil 0.25 MG Extended Release Oral Tablet [Orenitram]) } Pack [Orenitram Month 2 Titration Kit],BPCK,2630669
19248,{126 (12 HR treprostinil 0.125 MG Extended Release Oral Tablet [Orenitram]) / 42 (12 HR treprostinil 0.25 MG Extended Release Oral Tablet [Orenitram]) / 84 (12 HR treprostinil 1 MG Extended Release Oral Tablet [Orenitram]) } Pack [Orenitram Month 3 Titration Kit],BPCK,2630671
19249,{126 (12 HR treprostinil 0.125 MG Extended Release Oral Tablet [Orenitram]) / 42 (12 HR treprostinil 0.25 MG Extended Release Oral Tablet [Orenitram]) } Pack [Orenitram Month 1 Titration Kit],BPCK,2630667
19250,{126 (12 HR treprostinil 0.125 MG Extended Release Oral Tablet) / 210 (12 HR treprostinil 0.25 MG Extended Release Oral Tablet) } Pack,GPCK,2630668
19251,{126 (12 HR treprostinil 0.125 MG Extended Release Oral Tablet) / 42 (12 HR treprostinil 0.25 MG Extended Release Oral Tablet) / 84 (12 HR treprostinil 1 MG Extended Release Oral Tablet) } Pack,GPCK,2630670
19252,{126 (12 HR treprostinil 0.125 MG Extended Release Oral Tablet) / 42 (12 HR treprostinil 0.25 MG Extended Release Oral Tablet) } Pack,GPCK,2630666
19253,{13 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 61 - 65 KG],BPCK,2626787
19254,{13 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626786
19255,{13 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 19.1 - 19.5 kg],BPCK,2630862
19256,{13 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630783
19257,{14 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 66 - 70 KG],BPCK,2626789
19258,{14 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626788
19259,"{14 (24 HR deutetrabenazine 12 MG Extended Release Oral Tablet [Austedo]) / 14 (24 HR deutetrabenazine 24 MG Extended Release Oral Tablet [Austedo]) / 14 (24 HR deutetrabenazine 6 MG Extended Release Oral Tablet [Austedo]) } Pack [Austedo XR Once Daily, 4 Week Titration Pack]",BPCK,2630160
19260,{14 (24 HR deutetrabenazine 12 MG Extended Release Oral Tablet) / 14 (24 HR deutetrabenazine 24 MG Extended Release Oral Tablet) / 14 (24 HR deutetrabenazine 6 MG Extended Release Oral Tablet) } Pack,GPCK,2630159
19261,"{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titration Kit (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone, and Not Taking Valproate)]",BPCK,900866
19262,{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,GPCK,900865
19263,{14 (24 HR nicotine 0.292 MG/HR Transdermal System) / 14 (24 HR nicotine 0.583 MG/HR Transdermal System) / 28 (24 HR nicotine 0.875 MG/HR Transdermal System) } Pack,GPCK,892244
19264,{14 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 20.6 - 21.0 kg],BPCK,2630865
19265,{14 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630790
19266,"{14 (cenobamate 100 MG Oral Tablet [Xcopri]) / 14 (cenobamate 50 MG Oral Tablet [Xcopri]) } Pack [Xcopri Titration Pack - 50 MG (14), 100 MG (14) 28 Count]",BPCK,2283536
19267,{14 (cenobamate 100 MG Oral Tablet) / 14 (cenobamate 50 MG Oral Tablet) } Pack,GPCK,2283535
19268,"{14 (cenobamate 12.5 MG Oral Tablet [Xcopri]) / 14 (cenobamate 25 MG Oral Tablet [Xcopri]) } Pack [Xcopri Titration Pack - 12.5 MG (14), 25 MG (14) 28 Count]",BPCK,2283538
19269,{14 (cenobamate 12.5 MG Oral Tablet) / 14 (cenobamate 25 MG Oral Tablet) } Pack,GPCK,2283523
19270,"{14 (cenobamate 150 MG Oral Tablet [Xcopri]) / 14 (cenobamate 200 MG Oral Tablet [Xcopri]) } Pack [Xcopri Titration Pack - 150 MG (14), 200 MG (14) 28 Count]",BPCK,2283540
19271,{14 (cenobamate 150 MG Oral Tablet) / 14 (cenobamate 200 MG Oral Tablet) } Pack,GPCK,2283539
19272,"{14 (deutetrabenazine 12 MG Oral Tablet [Austedo]) / 28 (deutetrabenazine 6 MG Oral Tablet [Austedo]) / 28 (deutetrabenazine 9 MG Oral Tablet [Austedo]) } Pack [Austedo 12 MG Starting Dose, 4 Week Titration Pack]",BPCK,2541519
19273,{14 (deutetrabenazine 12 MG Oral Tablet) / 28 (deutetrabenazine 6 MG Oral Tablet) / 28 (deutetrabenazine 9 MG Oral Tablet) } Pack,GPCK,2541518
19274,{14 (deutetrabenazine 6 MG Oral Tablet [Austedo]) / 14 (deutetrabenazine 9 MG Oral Tablet [Austedo]) } Pack [Austedo 12 MG Starting Dose Pack],BPCK,2281115
19275,{14 (deutetrabenazine 6 MG Oral Tablet) / 14 (deutetrabenazine 9 MG Oral Tablet) } Pack,GPCK,2281114
19276,{14 (dimethyl fumarate 120 MG Delayed Release Oral Capsule [Tecfidera]) / 46 (dimethyl fumarate 240 MG Delayed Release Oral Capsule [Tecfidera]) } Pack [Tecfidera 30-Day Starter Pack],BPCK,1373498
19277,{14 (dimethyl fumarate 120 MG Delayed Release Oral Capsule) / 46 (dimethyl fumarate 240 MG Delayed Release Oral Capsule) } Pack,GPCK,1373497
19278,"{14 (estrogens, conjugated (USP) 0.625 MG / medroxyprogesterone acetate 5 MG Oral Tablet) / 14 (estrogens, conjugated (USP) 0.625 MG Oral Tablet) } Pack",GPCK,1000486
19279,"{14 (estrogens, conjugated (USP) 0.625 MG / medroxyprogesterone acetate 5 MG Oral Tablet) / 14 (estrogens, conjugated (USP) 0.625 MG Oral Tablet) } Pack [Premphase 28 Day]",BPCK,1000487
19280,{14 (fexinidazole 600 MG Oral Tablet) } Pack,GPCK,2564153
19281,{14 (lacosamide 100 MG Oral Tablet [Vimpat]) / 14 (lacosamide 50 MG Oral Tablet [Vimpat]) } Pack [Vimpat 2 Week Starter Kit],BPCK,881272
19282,{14 (lacosamide 100 MG Oral Tablet) / 14 (lacosamide 50 MG Oral Tablet) } Pack,GPCK,881271
19283,{14 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Green Titration Kit (for Patients Taking Enzyme-Inducing Drugs and Not Taking Valproate)],BPCK,851753
19284,{14 (lamotrigine 100 MG Disintegrating Oral Tablet) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet) } Pack,GPCK,851752
19285,"{14 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 84 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Green (For Patients Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",BPCK,795778
19286,"{14 (lamotrigine 100 MG Oral Tablet [Subvenite]) / 84 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Green (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone and Not Taking Valproate)]",BPCK,2003797
19287,{14 (lamotrigine 100 MG Oral Tablet) / 84 (lamotrigine 25 MG Oral Tablet) } Pack,GPCK,753451
19288,{14 (migalastat 123 MG Oral Capsule [Galafold]) } Pack [Galafold 28 Day Wallet],BPCK,2054275
19289,{14 (migalastat 123 MG Oral Capsule) } Pack,GPCK,2054266
19290,{14 (venetoclax 10 MG Oral Tablet [Venclexta]) / 21 (venetoclax 100 MG Oral Tablet [Venclexta]) / 7 (venetoclax 50 MG Oral Tablet [Venclexta]) } Pack [Venclexta Starting Pack],BPCK,1747580
19291,{14 (venetoclax 10 MG Oral Tablet) / 21 (venetoclax 100 MG Oral Tablet) / 7 (venetoclax 50 MG Oral Tablet) } Pack,GPCK,1747575
19292,{140 (selexipag 0.2 MG Oral Tablet [Uptravi]) / 60 (selexipag 0.8 MG Oral Tablet [Uptravi]) } Pack [Uptravi Titration Pack],BPCK,1729076
19293,{140 (selexipag 0.2 MG Oral Tablet) / 60 (selexipag 0.8 MG Oral Tablet) } Pack,GPCK,1729075
19294,{15 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 71 - 75 KG],BPCK,2626791
19295,{15 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626790
19296,{15 (avatrombopag 20 MG Oral Tablet [Doptelet]) } Pack [Doptelet 60 MG Daily Dose Carton],BPCK,2045961
19297,{15 (avatrombopag 20 MG Oral Tablet) } Pack,GPCK,2045960
19298,{15 (estradiol 1 MG / norgestimate 0.09 MG Oral Tablet) / 15 (estradiol 1 MG Oral Tablet) } Pack,GPCK,749850
19299,{15 (estradiol 1 MG / norgestimate 0.09 MG Oral Tablet) / 15 (estradiol 1 MG Oral Tablet) } Pack [Prefest 30 Day],BPCK,762394
19300,{150 (doxycycline monohydrate 100 MG Oral Tablet [Avidoxy]) / 1 (118 ML) (salicylic acid 20 MG/ML Medicated Liquid Soap) } Pack [Avidoxy Pack],BPCK,846101
19301,{150 (doxycycline monohydrate 100 MG Oral Tablet) / 1 (118 ML) (salicylic acid 20 MG/ML Medicated Liquid Soap) } Pack,GPCK,1650198
19302,{16 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 76 - 80 KG],BPCK,2626793
19303,{16 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626792
19304,{16 (selinexor 20 MG Oral Tablet [Xpovio]) } Pack [Xpovio 40 MG Twice Weekly (80 MG total weekly dose) Carton],BPCK,2382991
19305,{16 (selinexor 20 MG Oral Tablet [Xpovio]) } Pack [Xpovio 80 MG Once Weekly Carton],BPCK,2178405
19306,{16 (selinexor 20 MG Oral Tablet) } Pack,GPCK,2178404
19307,{16 (treprostinil 0.032 MG Inhalation Powder [Tyvaso]) / 16 (treprostinil 0.048 MG Inhalation Powder [Tyvaso]) } Pack [Tyvaso 32-48 MCG Institutional Pack],BPCK,2602772
19308,{16 (treprostinil 0.032 MG Inhalation Powder) / 16 (treprostinil 0.048 MG Inhalation Powder) } Pack,GPCK,2602771
19309,{17 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 81 - 85 KG],BPCK,2626795
19310,{17 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626794
19311,{18 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 86 - 90 KG],BPCK,2626797
19312,{18 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626796
19313,{18 (estradiol 0.004 MG Vaginal Insert [Imvexxy]) } Pack [Imvexxy 4 MCG Starter Pack],BPCK,2054313
19314,{18 (estradiol 0.004 MG Vaginal Insert) } Pack,GPCK,2054312
19315,{18 (estradiol 0.01 MG Vaginal Insert [Imvexxy]) } Pack [Imvexxy 10 MCG Starter Pack],BPCK,2054318
19316,{18 (estradiol 0.01 MG Vaginal Insert) } Pack,GPCK,2054317
19317,{18 (oteseconazole 150 MG Oral Capsule [Vivjoa]) } Pack [Vivjoa 18-Count],BPCK,2605803
19318,{18 (oteseconazole 150 MG Oral Capsule) } Pack,GPCK,2605802
19319,{19 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 91 - 95 KG],BPCK,2626799
19320,{19 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626798
19321,{2 (0.1 ML) (diazepam 100 MG/ML Nasal Spray [Valtoco]) } Pack [Valtoco 20 MG Dose Kit],BPCK,2272624
19322,{2 (0.1 ML) (diazepam 100 MG/ML Nasal Spray) } Pack,GPCK,2272623
19323,{2 (0.1 ML) (diazepam 75 MG/ML Nasal Spray [Valtoco]) } Pack [Valtoco 15 MG Dose Kit],BPCK,2272636
19324,{2 (0.1 ML) (diazepam 75 MG/ML Nasal Spray) } Pack,GPCK,2272633
19325,{2 (0.2 ML) (esketamine 140 MG/ML Nasal Spray [Spravato]) } Pack [Spravato 56 MG Dose Kit],BPCK,2119391
19326,{2 (0.2 ML) (esketamine 140 MG/ML Nasal Spray) } Pack,GPCK,2119390
19327,{2 (0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira]) / 1 (0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 80 MG/0.8 ML and 40 MG/0.4 ML - Psoriasis/Uveitis Starter Package],BPCK,1921468
19328,{2 (0.4 ML adalimumab 100 MG/ML Auto-Injector) / 1 (0.8 ML adalimumab 100 MG/ML Auto-Injector) } Pack,GPCK,1921467
19329,{2 (0.83 ML risankizumab-rzaa 90.4 MG/ML Prefilled Syringe [Skyrizi]) } Pack [Skyrizi 150 MG Dose Syringe Pack],BPCK,2166143
19330,{2 (0.83 ML risankizumab-rzaa 90.4 MG/ML Prefilled Syringe) } Pack,GPCK,2166137
19331,{2 (1 ML risankizumab-rzaa 90 MG/ML Prefilled Syringe [Skyrizi]) } Pack [Skyrizi 180 MG Dose Syringe Pack],BPCK,2633000
19332,{2 (1 ML risankizumab-rzaa 90 MG/ML Prefilled Syringe) } Pack,GPCK,2632999
19333,{2 (1.17 ML romosozumab-aqqg 89.7 MG/ML Prefilled Syringe [Evenity]) } Pack [Evenity 210 MG Dose],BPCK,2123191
19334,{2 (1.17 ML romosozumab-aqqg 89.7 MG/ML Prefilled Syringe) } Pack,GPCK,2123185
19335,{2 (1.5 ML lenacapavir 309 MG/ML Injection [Sunlenca]) } Pack [Sunlenca 927 MG Kit],BPCK,2625912
19336,{2 (1.5 ML lenacapavir 309 MG/ML Injection) } Pack,GPCK,2625911
19337,{2 (21000 MG) (benzoyl peroxide 0.05 MG/MG Medicated Bar Soap) / 1 (170 ML) (benzoyl peroxide 40 MG/ML Medicated Liquid Soap) } Pack,GPCK,809220
19338,{2 (21000 MG) (benzoyl peroxide 0.05 MG/MG Medicated Bar Soap) / 1 (170 ML) (benzoyl peroxide 80 MG/ML Medicated Liquid Soap) } Pack,GPCK,809212
19339,{2 (24 HR levomilnacipran 20 MG Extended Release Oral Capsule [Fetzima]) / 26 (24 HR levomilnacipran 40 MG Extended Release Oral Capsule [Fetzima]) } Pack [Fetzima Pack],BPCK,1433250
19340,{2 (24 HR levomilnacipran 20 MG Extended Release Oral Capsule [Fetzima]) / 5 (24 HR levomilnacipran 40 MG Extended Release Oral Capsule [Fetzima]) } Pack [Fetzima Titration Sample Pack],BPCK,2636818
19341,{2 (24 HR levomilnacipran 20 MG Extended Release Oral Capsule) / 26 (24 HR levomilnacipran 40 MG Extended Release Oral Capsule) } Pack,GPCK,1433249
19342,{2 (24 HR levomilnacipran 20 MG Extended Release Oral Capsule) / 5 (24 HR levomilnacipran 40 MG Extended Release Oral Capsule) } Pack,GPCK,2636817
19343,{2 (355 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack,GPCK,2390767
19344,{2 (355 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack [Suprep Pediatric Bowel Prep Kit],BPCK,2390768
19345,{2 (480 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack,GPCK,1001689
19346,{2 (480 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack [Suprep Bowel Prep Kit],BPCK,1001690
19347,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 1 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 3.1 - 3.5 kg],BPCK,2170247
19348,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 10 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 16.6 - 17.0 kg],BPCK,2630857
19349,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 11 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 18.1 - 18.5 kg],BPCK,2630860
19350,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 12 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 19.6 - 20.0 kg],BPCK,2630863
19351,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 2 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 4.6 - 5.0 kg],BPCK,2170253
19352,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 3 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 6.1 - 6.5 kg],BPCK,2170293
19353,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 4 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 7.6 - 8.0 kg],BPCK,2170276
19354,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 5 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 9.1 - 9.5 kg],BPCK,2170284
19355,{2 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 6 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 10.6 - 11.0 kg],BPCK,2170263
